onca;caseiro;fake news;comment_text;;;;;
positivo;negativo;não;@@lorenaaparecida1753 Pode ser!  Sr. Jorge novo, tão confiante. Quando o vi lembrei de meu pai, e irmãos que sempre trabalharam na agricultura, muito próximo de selvas, (selva Amazônica), e tem muitas.  Mas graças a Deus nunca foram atacados, e nem nunca alimentaram esses animais.  Temos muito respeito pela natureza.  Convivíamos com ela lado a lado, sem agredi-la. Refiro-me a natureza.  Precisa ser respeitada.;;;;;
negativo;neutro;não;A onça provou carne humana . <br>Se nao for eliminada , pode querer mais!...;;;;;
neutro;neutro;não;O problema é q esquecem q esse bicho é um cacador...e q não faz amizade com ninguém;;;;;
positivo;positivo;não;Pra que essa estupidez ?Cada qual com sua opinião .Eu amo felinos e a onça acho mais lindo de todos .Sinto muito pelo Seu Jorginho mas o animal não sabe que e maldade matar ​@@carlosvl41;;;;;
positivo;neutro;não;A onça só estava protegendo o seu território.<br>Muito antes do ser humano chegar ao Brasil, esses animais eram os donos da região.;;;;;
positivo;neutro;não;Ah, não faça isso. A onça deveria ser resgatada e levada para seu habitat. Cada vez mais que queimamos e cortar mistura nossas árvores, mais os animais vão invadir as cidades a procura de comida. Vm repensar as causas, não atacar as consequências.;;;;;
positivo;neutro;não;Culpa da humanidade que é responsável pela destruição do habitat delas.. então bem menos!!;;;;;
negativo;neutro;não;O problema da onça pintada é que ela ela não busca presa difícil quando ela sabe aonde tem presa fácil. Elas são inteligentes.;;;;;
negativo;neutro;não;Pura ilusão...era uma onça bem alimentada...aliás, pesaram a onça depois que devorou o seu Jorge...então, obviamente que pesaria mais do que o normal.;;;;;
negativo;neutro;não;Sim está acontecendo com mais frequência, não sei se  estes animais estão tendo dificuldade em se alimentar no seu habitat e por isto estão saído fora da área de mata fechada para procurar seu alimento! Antigamente coisa de uns 35 anos para traz  elas jamais vinham próximo a residência pois as residências são feitas fora e longe da área de mata fechada onde estes animais têm trânsito livre.<br>Alguma mudança ocorreu na natureza e desconhecemos, eles estão se aproximando cada vez mais da civilização humana ! E sim a onça ataca se estiver com fome!  Se ela não estiver com fome vai passar do seu lado e vai embora !;;;;;
neutro;neutro;sim;@@Carlos-yv9lc somos civilizados e evoluimos para viver em sociedade se vc vive no mato e foi adotado por uma familia de jumento e se relaciona com cabras ai e problema seu;;;;;
negativo;neutro;não;A onça vai fazer uma ressonância imagine quantas pessoas doentes nao tem Essa atenção!;;;;;
negativo;positivo;não;Eu fico imaginando senhor trabalhador morava naquele lugar que amava ,todo alegra foi destruído por uma desgraça desa ainda tem gente a favor de onça????? Onde vamos parar com essas ideias nojentas mentes sujas!!! Estão falando porque não foi parentes seus que ele devorou!!!, Senhorzinho perdeu a vida a famílhia ficou sem seu anti querido ainda acham que estar certo criar dar liberdade onça?????? Para isso um absurdo;;;;;
positivo;neutro;não;Parabéns pelo vidio  cuidar dos animais com carinho salvar para não  ser extintos Deus criou os animais para caçar elas tão  com fome as queimadas tão  acabando com os anjos animais elas vão  procurar nas casas  Deus abençoe  voceis.;;;;;
negativo;neutro;sim;Verdade um animal tem mais valor do que o ser humano infelizmente;;;;;
positivo;neutro;não;Até  dormindo é  linda de mais pintadinha ❤;;;;;
negativo;neutro;não;Muito engraçado, a vida de uma desgraça dessas vale mais que a de um ser humano;;;;;
negativo;neutro;não;Reportagem de respeito,que bom que não mataram a onça, infelizmente ocorreu uma fatalidade ela precisa ser levada para uma floresta densa. Parece que havia uma fêmea e outro macho também ouvi um rapaz falar em um video.;;;;;
positivo;negativo;não;Cara simplesmente falta de responsabilidade de todos!!!! O caseiro sabia que ela esdava por la todas as noites, e ele fez o que? Saiu a noite.... E o mais incompreensível é, cade as filmagens? A camera gravou vezes que a onca passou por la mas nao gravou atacando?;;;;;
neutro;neutro;não;Não é assim. Em defesa da vida, isso não procede.;;;;;
positivo;neutro;não;"Mas gente...A onça está na &quot;casa&quot; dela, o ser humano que foi longe demais e invadiu, se sente ameaçada...pelo que eu vi aí,  tem bastante mata, rio...além de ter outras....infelizmente foi uma fatalidade, foi instinto do animal😢";;;;;
neutro;neutro;não;"​@@samirSchnossa,  que  falta de  respeito com  éssa  família,  o Senhor Jesus esta voltando,  <a href=""https://www.youtube.com/watch?v=CUf1T3dPFj4&amp;t=67"">1:07</a>";;;;;
neutro;neutro;não;Meu Deus, que fatalidade é muito triste;;;;;
neutro;neutro;não;​@@Naoacreditemtudoqueve da qual não acredito q o façam! 😕;;;;;
negativo;neutro;não;Era para ter sacrificado sim porque ela comeu uma pessoa;;;;;
neutro;neutro;não;Hipócrita a alguns meses atrás uns cachorros pitbull mataram um pedreiro,  e não fizeram nenhum sencionalismo .... 2 pesos 3 medidas...;;;;;
negativo;neutro;não;Muito parabéns pela reportagem sem enrolação;;;;;
neutro;neutro;não;Meus sentimentos aos familiares.;;;;;
neutro;neutro;não;Entendi nada;;;;;
negativo;neutro;não;Concordo plenamente com vc um revólver já ajuda;;;;;
neutro;neutro;não;Amém assim seja;;;;;
neutro;negativo;não;Foi muito bem avisado;;;;;
neutro;negativo;não;Eis a questão. O amor à integridade física, o amor à vida.;;;;;
negativo;neutro;não;A prioridade é totalmente para a proteção do animal , o ser humano que se ferre. Valores invertidos .;;;;;
neutro;neutro;não;nao sentiu dor, adrenalina faz a dor sumir, mas medo com certeza;;;;;
neutro;neutro;não;"Será mesmo que aquela onça é realmente o mesmo animal do ataque??? Meu questionamento é pelo fato do animal ter devorado a metade de um homem adulto... uma média de 40 kilos de carne... achei a barriga um pouco &quot;murcha&quot; pra quem se alimentou tanto recentemente.";;;;;
neutro;neutro;não;Eu acho que a onça que atacou ele foi a que perdeu a briga. A que ganhou ficou com o território, as presas melhores e a fêmea.;;;;;
neutro;neutro;não;Um homem ainda novo😢;;;;;
negativo;neutro;sim;​@@bethcalais4618Ele tá certo. Hoje em dia até um cachorro ou uma árvore valem mais que um ser humano, infelizmente !;;;;;
neutro;neutro;não;Nesse caso sim, essa frase faz sentido;;;;;
neutro;neutro;não;Particularmente,  eu estou achando  que  não. Existem  outros quesitos a  se ponderar.;;;;;
positivo;positivo;não;O que aconteceu com seu George foi uma muito triste, não podem matar a onça ela é animal na sua floresta 😮;;;;;
neutro;neutro;não;A Palavra de Deus tem poder. Dos homens nao. Isso è proverbio com má interpretação.;;;;;
neutro;neutro;não;como morar em um lugar desse e não ter cachorros;;;;;
neutro;neutro;sim;Desarmado se torna vítima de felino feroz , é um animal que já come todos os tipos de carne .<br>Meus sentimentos à família do Sr Jorge .;;;;;
neutro;neutro;não;Óbvio,afinal é região pantaneira.;;;;;
positivo;neutro;não;​@@kidsapps2710 verdade tá cada vez mais precária com os incêndios e habitat escasso  e ainda tem gente que culpa a onça .Se as pessoas estudassem mais seria tão bom!;;;;;
negativo;negativo;sim;Exato, as pessoas subestimam demais os predadores. Outro dia, li que uma jovem pesquisadora europeia que fazia um voluntariado num parque africano decidiu, por causa do calor, ir dormir numa casa em construção que faltava apenas o teto e não deu outra: à noite, um leopardo entrou sorrateiro e a jovem foi obviamente devorada. Um erro primário.;;;;;
neutro;neutro;não;Vdd;;;;;
neutro;neutro;não;"@@LucasMartins-ub3xx A própria reportagem fala que não está em extinção.   Inclusive na clasificação oficial nacional, ainda não está na lista das espécies &quot;ameaçadas&quot;.";;;;;
neutro;negativo;não;O certo seria se mudar.;;;;;
neutro;neutro;não;É a pura verdade eu tô passando por isso e olha que eu fui vítima de bala que saiu da arma de um policial sou evangélica tenho 48 anos trabalhava prá pagar as minhas contas e pra sobreviver e agora tenho que estar me humilhando pra conseguir benefício porque não passo mais trabalhar o tiro acertou a minha coxa direita uma pessoa boa de saúde e agora me encontro nessa situação 😡😔😢😭;;;;;
positivo;positivo;não;Mas se foi deus que criou a onça e seu Jorge;;;;;
negativo;neutro;não;Isto mesmo,na África animals que experimentam carne humana são sacrificados para não haver outra morte.;;;;;
positivo;neutro;não;Linda no caso lindo e macho ❤;;;;;
neutro;neutro;não;Amém 🙏;;;;;
neutro;negativo;não;Obs: Ele não tinha cachorros de guarda que poderia lhe proteger neste momento ...;;;;;
neutro;neutro;sim;Esse e o problema deles preferem salvar a vida de um animal de ameaça do que do um ser humano .;;;;;
positivo;neutro;não;Lindo de longe;;;;;
positivo;neutro;não;Ser humano é mais maldoso que isso vai por mim, a onça só queria comer, todo dia tu ver gente se matando por besteira;;;;;
neutro;neutro;não;"Não existe isso de &quot;animal maldoso&quot; nesse caso, ele não matou por sadismo ou por maldade! Pare de humanizar o animal! Animais não possuem moral, somente o ser humano!";;;;;
neutro;neutro;não;Verdade viu, uma pena;;;;;
neutro;neutro;não;Deus usou ele.pra alerta  o seu Jorge 😢;;;;;
negativo;neutro;sim;Onças atacam humanos desde antes dos colonizadores chegarem na América do Sul as vezes acontece esses ataques e surpresas é um animal poderoso carnívoro imponente de grande potência e força.;;;;;
neutro;negativo;não;"Esse vídeo do cunhado é de um mês antes, ele fala &quot;essa onça vai te comer jorge&quot; pena q o caseiro não se atentou nas palavras dele";;;;;
neutro;positivo;não;Meus pêsames a família do Jorge;;;;;
neutro;neutro;não;Acredito que devido a tecnologia temos visto mais casos, Oi seja sempre teve porém não expostos a nível nacional. ESTUDOS É UMA COOSA NA PRÁTICA É OUTRA,CL;;;;;
neutro;positivo;não;Muito triste o que aconteceu com esse senhor😢 que Deus o tenha🙏 e que Deus conforte os corações dos familiares🙏;;;;;
neutro;negativo;não;Essa história me fez lembrar daquele caso de 2003 que um homem foi devorado pelo urso,o qual,esse homem admirava muito e foi acampar no habitat do urso.<br>Não deu bom!😮<br>Ele costumava gravar os áudios com o urso e ficou gravado o desespero dele na hora que o urso atacou,dava pra ouvir até is ossos sendo triturado pelo urso.<br>Terrível 😮😮😮;;;;;
neutro;neutro;sim;"<a href=""https://www.youtube.com/watch?v=CUf1T3dPFj4&amp;t=344"">05:44</a>...Desconfio que a Onça que atacou, foi morta la qdo eles chegaram e ela atacou eles e pregaram chumbo nela e pra não dar B.O com o IBAMA e outros, capturam outro macho pra ser um tampão da que foi abatida, nota-se que este animal é mais magro que a que atacou o caseiro.";;;;;
negativo;neutro;não;Como esse animal mata um homem e come, ainda deixa esse animal vivo.;;;;;
positivo;neutro;não;"Eu moro dentro do Parque Estadual da Serra do Mar e já vi na estrada que dá acesso a minha chácara duas onças pardas...uma em 2017 por volta das <a href=""https://www.youtube.com/watch?v=CUf1T3dPFj4&amp;t=930"">15:30</a> e a outra em 2020 por volta das <a href=""https://www.youtube.com/watch?v=CUf1T3dPFj4&amp;t=960"">16:00</a>...como bióloga e por conta própria sem vínculo com instituição faço o registro do aparecimento delas e de outros mamíferos carnívoros como meio de observação do território deles. Mas duas vezes que avistei estava dentro do carro e respeitei as normas de segurança para preservar a minha  vida  e do animal. É assim que devemos ser.. conviver com  os animais silvestres sempre respeitando seu habitat.";;;;;
neutro;negativo;não;Devia ter avisado a polícia do meio ambiente q a onça estava espreitando, assim eles montariam uma armadilha e a soltariam em outro lugar;;;;;
neutro;negativo;não;O cara que se descuidou;;;;;
neutro;negativo;não;Verdade foi isso mesmo um descuido e a onça é um ser irracional.  O finado Jorge confiou muito.😢;;;;;
neutro;neutro;não;@@CleumaFurtado-m2j boa tarde nossa coitada de você levou um tiro e mesmo assim negaram um benefício que é seu direito né. Eu também estou passando uma raiva na cidade que moro vou passar por perícia com laudo de ortopedista ressonância tomografia coluna toda estourada andando com dificuldades eles falam que a gente não tem nada como assim com todos os laudo nas mãos eu fico triste porque eu não estou mentindo então quem está mentindo são eles. Logo Deus toma providências em nosso favor também sou evangélica.;;;;;
neutro;neutro;não;Com certeza. Principalmente quando são carnívoros.;;;;;
neutro;neutro;não;A conversinha é essa, e o fumo entrando.;;;;;
neutro;neutro;não;É tanto especialista em fauna e ninguém pergunta a um índio que vive na floresta e entende agora fica um monte de cascateiro dando pitaco um verdadeiro consultor do Google.;;;;;
negativo;neutro;não;São traiçoeiras também 😢atacam quando a presa tá distraída 🤦😱;;;;;
positivo;neutro;não;O animal estava no seu habitat , nós  seres humanos que invadimos seus espaços.;;;;;
positivo;neutro;não;O ser humano tem tanta importância qto o animal. Nem mais, nem menos. Situações assim são muito tristes, mas tratar o animal como um monstro é abdurdo.;;;;;
neutro;positivo;não;A onça era alimentada com frequência pelos barqueiros da região, que levavam turistas ao local, cobrando por isso. Isso está claro, quando diz que o animal não se intimida com a presença de pessoas. Infelizmente o ribeirinho foi a vítima (já anunciada pelo amigo) de uma atividade considerada ILEGAL e inconsequente. Que a polícia investigue o caso e prendam os barqueiros responsáveis.;;;;;
negativo;neutro;não;Entre um ser humano e uma onça, que morra ela. Gosto muito desse animal, porém ela lá na selva.<br> O mundo é dos animais e nosso. Não aceito a tese de que o homem está invadindo o espaço dos animais. Se falta comida pra eles lá na mata, está certo virem para as regiões urbanas predar seres humanos e animais domésticos?<br>  Infelizmente o seu Jorge deu mole. Eu ao primeiro sinal de onças no local iria embora dali, ou ficaria muito atento e preparado em termos de armamento de fogo.;;;;;
